District,Parish,Sub County
NAKASONGOLA,WEST,NAKASONGOLA TOWN COUNCIL
NAMAYINGO,BUCHUMBA,BANDA
NAMAYINGO,BUJWANGA,BANDA
NAMAYINGO,BUWOYA,BANDA
NAMAYINGO,LUGALA,BANDA
NAMAYINGO,LUTOLO,BANDA
NAMAYINGO,BUHEMBA,BUHEMBA
NAMAYINGO,BUKEWA,BUHEMBA
NAMAYINGO,BUWONGO,BUHEMBA
NAMAYINGO,DOHWE,BUHEMBA
NAMAYINGO,SINDE,BUHEMBA
NAMAYINGO,BIISA,BUKANA
NAMAYINGO,BUDUMA,BUKANA
NAMAYINGO,BUGANA,BUKANA
NAMAYINGO,BUBANGO,BUSWALE
NAMAYINGO,BUNGECHA,BUSWALE
NAMAYINGO,BUSWALE,BUSWALE
NAMAYINGO,MADOWA,BUSWALE
NAMAYINGO,NAMAYUGE,BUSWALE
NAMAYINGO,NANSUMA,BUSWALE
NAMAYINGO,GONDOHERA,BUYINJA
NAMAYINGO,KIFUYO,BUYINJA
NAMAYINGO,LWANGOSIA,BUYINJA
NAMAYINGO,NSOONO,BUYINJA
NAMAYINGO,SYANYONJA,BUYINJA
NAMAYINGO,LOLWE EAST,LOLWE
NAMAYINGO,LOLWE WEST,LOLWE
NAMAYINGO,BUCHIMO,MUTUMBA
NAMAYINGO,BULULE,MUTUMBA
NAMAYINGO,LUBANGO,MUTUMBA
NAMAYINGO,LUBIRA,MUTUMBA
NAMAYINGO,MUTUMBA,MUTUMBA
NAMAYINGO,MWEMA,MUTUMBA
NAMAYINGO,BUDIDI,NAMAYINGO TOWN COUNCIL
NAMAYINGO,BULAMBA,NAMAYINGO TOWN COUNCIL
NAMAYINGO,NAMAYINGO CENTRAL,NAMAYINGO TOWN COUNCIL
NAMAYINGO,NAMBUGU,NAMAYINGO TOWN COUNCIL
NAMAYINGO,NASINU,NAMAYINGO TOWN COUNCIL
NAMAYINGO,BUMALENGE,SIGULU ISLAND
NAMAYINGO,HAMA,SIGULU ISLAND
NAMAYINGO,MANGA,SIGULU ISLAND
NAMAYINGO,MUKANI,SIGULU ISLAND
NAMAYINGO,NAMPONGWE,SIGULU ISLAND
NAMAYINGO,RABACHI,SIGULU ISLAND
NAMUTUMBA,BUGOBI,BULANGE
NAMUTUMBA,BUKENGA,BULANGE
NAMUTUMBA,BULANGE,BULANGE
NAMUTUMBA,BUWAGA,BULANGE
NAMUTUMBA,KIREREMA,BULANGE
NAMUTUMBA,KISIIRO,BULANGE
NAMUTUMBA,MPUMIRO,BULANGE
NAMUTUMBA,BUDOMERO,IVUKULA
NAMUTUMBA,IVUKULA,IVUKULA
NAMUTUMBA,KAMUDOOKE,IVUKULA
NAMUTUMBA,KIMENYULO,IVUKULA
NAMUTUMBA,KISEWOZI,IVUKULA
NAMUTUMBA,LWATAMA,IVUKULA
NAMUTUMBA,MPANDE,IVUKULA
NAMUTUMBA,NABITULA,IVUKULA
NAMUTUMBA,KASOZI,KIBAALE
NAMUTUMBA,KIBAALE,KIBAALE
NAMUTUMBA,KIRANGA,KIBAALE
NAMUTUMBA,KISEGA,KIBAALE
NAMUTUMBA,NAMAKOKO,KIBAALE
NAMUTUMBA,NAWANGISA,KIBAALE
NAMUTUMBA,IZIRANGOBI,MAGADA
NAMUTUMBA,KAGULU,MAGADA
NAMUTUMBA,KIWANYI,MAGADA
NAMUTUMBA,MAGADA,MAGADA
NAMUTUMBA,MAZUBA,MAGADA
NAMUTUMBA,NABINYONYI,MAGADA
NAMUTUMBA,BUDATU,NABWEYO
NAMUTUMBA,BUSINI,NABWEYO
NAMUTUMBA,MPULIRA,NABWEYO
NAMUTUMBA,NABISOIGI,NABWEYO
NAMUTUMBA,NABWEYO,NABWEYO
NAMUTUMBA,NAKYERE,NABWEYO
NAMUTUMBA,ITUBA,NAMUTUMBA
NAMUTUMBA,KIGALAMA,NAMUTUMBA
NAMUTUMBA,NAKALOKWE,NAMUTUMBA
NAMUTUMBA,NAKYERE,NAMUTUMBA
NAMUTUMBA,NAWANSAGWA,NAMUTUMBA
NAMUTUMBA,CENTRAL,NAMUTUMBA TOWN COUNCIL
NAMUTUMBA,NORTH,NAMUTUMBA TOWN COUNCIL
NAMUTUMBA,SOUTH,NAMUTUMBA TOWN COUNCIL
NAMUTUMBA,BUWALIRA,NANGONDE
NAMUTUMBA,IWUNGIRO,NANGONDE
NAMUTUMBA,KISEGA,NANGONDE
NAMUTUMBA,LWATAMA,NANGONDE
NAMUTUMBA,NAMAKOKO,NANGONDE
NAMUTUMBA,NANGONDE,NANGONDE
NAMUTUMBA,BUBAGO,NSINZE
NAMUTUMBA,BUKONTE,NSINZE
NAMUTUMBA,BUWONGO,NSINZE
NAMUTUMBA,NAWAIKONA,NSINZE
NAMUTUMBA,NSINZE,NSINZE
NAPAK,IRIIRI,IRIIRI
NAPAK,NABWAL,IRIIRI
NAPAK,TEPETH,IRIIRI
NAPAK,AKALALE,LOKOPO
NAPAK,APEITOLIM,LOKOPO
NAPAK,KAYEPAS,LOKOPO
NAPAK,LONGALOM,LOKOPO
NAPAK,LORIKITAE,LOKOPO
NAPAK,NAMUGIT,LOKOPO
NAPAK,LOKUDUMO,LOPEEI
NAPAK,LOPEEI,LOPEEI
NAPAK,NAKWAMORU,LOPEEI
NAPAK,CHOLICHOL,LORENGECORA
NAPAK,KOKIPURAT,LORENGECORA
NAPAK,LOLET,LORENGECORA
NAPAK,KALOKENGEL EAST,LOTOME
NAPAK,KALOKENGEL WEST,LOTOME
NAPAK,LOMUNO,LOTOME
NAPAK,MORUONGOR,LOTOME
NAPAK,NARIAMAREGAE,LOTOME
NAPAK,LOKALI,MATANY
NAPAK,LOKUPOI,MATANY
NAPAK,LOKUWAS,MATANY
NAPAK,MORULINGA,MATANY
NAPAK,NAKICUMET,MATANY
NAPAK,KOPOPWA  A,NAPAK TOWN COUNCIL
NAPAK,KOPOPWA  B,NAPAK TOWN COUNCIL
NAPAK,LORENGECORA A,NAPAK TOWN COUNCIL
NAPAK,LORENGECORA B,NAPAK TOWN COUNCIL
NAPAK,KAUTAKOU,NGOLERIET
NAPAK,LOKORETO,NGOLERIET
NAPAK,NAGULE-ANGOLOL,NGOLERIET
NAPAK,NAITAKWAE,NGOLERIET
NAPAK,NARENGEMORU,NGOLERIET
NAPAK,NAWAIKOROT,NGOLERIET
NEBBI,KABOWA,CENTRAL DIVISION
NEBBI,KAWOTTO,CENTRAL DIVISION
NEBBI,KIKAWULA,CENTRAL DIVISION
NEBBI,NAKAZADDE,CENTRAL DIVISION
NEBBI,NAMENGO,CENTRAL DIVISION
NEBBI,BULIGO,CENTRAL DIVISION
NEBBI,KASOKOSO,CENTRAL DIVISION
NEBBI,NABIDONGHA,CENTRAL DIVISION
NEBBI,NABIDONGHA PRISON,CENTRAL DIVISION
NEBBI,NAKAVULE,CENTRAL DIVISION
NEBBI,WALUGOGO,CENTRAL DIVISION
NEBBI,CENTRAL EAST,CENTRAL DIVISION
NEBBI,CENTRAL WEST,CENTRAL DIVISION
NEBBI,MAGWA,CENTRAL DIVISION
NEBBI,OLD BOMA,CENTRAL DIVISION
NEBBI,BUTOBERE,CENTRAL DIVISION
NEBBI,CENTRAL,CENTRAL DIVISION
NEBBI,NYABIKONI,CENTRAL DIVISION
NEBBI,NYAKAHITA,CENTRAL DIVISION
NEBBI,BUKESA,CENTRAL DIVISION
NEBBI,CIVIC CENTRE,CENTRAL DIVISION
NEBBI,INDUSTRIAL AREA,CENTRAL DIVISION
NEBBI,KAGUGUBE,CENTRAL DIVISION
NEBBI,KAMWOKYA I,CENTRAL DIVISION
NEBBI,KAMWOKYA II,CENTRAL DIVISION
NEBBI,KISENYI I,CENTRAL DIVISION
NEBBI,KISENYI II,CENTRAL DIVISION
NEBBI,KISENYI III,CENTRAL DIVISION
NEBBI,BARAWA,CENTRAL DIVISION
NEBBI,CHEMONGES,CENTRAL DIVISION
NEBBI,CHEPSIKIROI,CENTRAL DIVISION
NEBBI,KAPSINDA,CENTRAL DIVISION
NEBBI,KAWOWO,CENTRAL DIVISION
NEBBI,KOKWOMURYA,CENTRAL DIVISION
NEBBI,BASE CAMP,CENTRAL DIVISION
NEBBI,KAMAIBA,CENTRAL DIVISION
NEBBI,KIREMBE,CENTRAL DIVISION
NEBBI,NYAKABINGO II,CENTRAL DIVISION
NEBBI,RAILWAY,CENTRAL DIVISION
NEBBI,TOWN CENTRE,CENTRAL DIVISION
NEBBI,TOWN,CENTRAL DIVISION
NEBBI,WESTLAND A,CENTRAL DIVISION
NEBBI,WESTLAND B,CENTRAL DIVISION
NEBBI,KOTIDO CENTRAL,CENTRAL DIVISION
NEBBI,KOTIDO EAST,CENTRAL DIVISION
NEBBI,KOTIDO NORTH,CENTRAL DIVISION
NEBBI,KOTIDO RURAL,CENTRAL DIVISION
NEBBI,KOTIDO WEST,CENTRAL DIVISION
NEBBI,NARIKAPET,CENTRAL DIVISION
NEBBI,BAZAAR,CENTRAL DIVISION
NEBBI,IREDA EAST,CENTRAL DIVISION
NEBBI,IREDA WEST,CENTRAL DIVISION
NEBBI,SENIOR QUARTERS,CENTRAL DIVISION
NEBBI,TE-OBIA,CENTRAL DIVISION
NEBBI,CIVIC,CENTRAL DIVISION
NEBBI,SOUTHERN,CENTRAL DIVISION
NEBBI,WESTERN,CENTRAL DIVISION
NEBBI,CENTRAL,CENTRAL DIVISION
NEBBI,KATAKALA,CENTRAL DIVISION
NEBBI,NAKIBANGA,CENTRAL DIVISION
NEBBI,WEST,CENTRAL DIVISION
NEBBI,GGULU,CENTRAL DIVISION
NEBBI,NAMUMIRA ANTHONY,CENTRAL DIVISION
NEBBI,NSUUBE KAUGA,CENTRAL DIVISION
NEBBI,NTAAWO,CENTRAL DIVISION
NEBBI,ABINDU,ABINDU DIVISION
NEBBI,NEBBI  HILL,ABINDU DIVISION
NEBBI,NYACARA,ABINDU DIVISION
NEBBI,CENTRAL,CENTRAL DIVISION
NEBBI,JUKIA HILL,CENTRAL DIVISION
NEBBI,NAMTHIN,CENTRAL DIVISION
NEBBI,FOREST,THATHA DIVISION
NEBBI,NAMRWODHO,THATHA DIVISION
NEBBI,THATHA,THATHA DIVISION
NEBBI,KASATO,AKWORO
NEBBI,KITUNA,AKWORO
NEBBI,MURUSI,AKWORO
NEBBI,ONDIER,AKWORO
NEBBI,PAKOLO,AKWORO
NEBBI,RERO,AKWORO
NEBBI,DPAMINYA LOWER,ATEGO
NEBBI,PAMINYA UPPER,ATEGO
NEBBI,PAMORA,ATEGO
NEBBI,ABONGO,ERUSSI
NEBBI,PACAKA,ERUSSI
NEBBI,PADOLO,ERUSSI
NEBBI,PAJUR,ERUSSI
NEBBI,PAYERA,ERUSSI
NEBBI,ACWERA,KUCWINY
NEBBI,LEE,KUCWINY
NEBBI,MVURA,KUCWINY
NEBBI,ODUKA,KUCWINY
NEBBI,OLAGO,KUCWINY
NEBBI,RAMOGI,KUCWINY
NEBBI,VURR,KUCWINY
NEBBI,ABAR EAST,NDHEW
NEBBI,ABAR WEST,NDHEW
NEBBI,ADOLO,NDHEW
NEBBI,OWEKO,NDHEW
NEBBI,JUPANGIRA,NEBBI
NEBBI,KALOWANG,NEBBI
NEBBI,KOCH,NEBBI
NEBBI,PAWONG,NEBBI
NEBBI,ANGAL LOWER,NYARAVUR
NEBBI,ANGAL UPPER,NYARAVUR
NEBBI,MBARO EAST,NYARAVUR
NEBBI,MBARO WEST,NYARAVUR
NEBBI,PAMORA LOWER,NYARAVUR
NEBBI,OSSI  EAST,PAROMBO
NEBBI,OSSI  WEST,PAROMBO
NEBBI,PADEL NORTH,PAROMBO
NEBBI,PADEL SOUTH,PAROMBO
NEBBI,PAGWATA,PAROMBO
NEBBI,PANGERE,PAROMBO
NEBBI,PARWO,PAROMBO
NEBBI,PULUM,PAROMBO
NEBBI,CENTRAL,CENTRAL DIVISION
NEBBI,KIKONI,CENTRAL DIVISION
NEBBI,ABOK,ALWI
NEBBI,AYILA,ALWI
NEBBI,FUALWONGA,ALWI
NEBBI,PANGIETH,ALWI
NEBBI,ATYAK,PAKWACH
NEBBI,MUKALE,PAKWACH
NEBBI,OLYEJO,PAKWACH
NEBBI,PAROKETO,PAKWACH
NEBBI,AMOR EAST,PAKWACH TOWN COUNCIL
NEBBI,AMOR WEST,PAKWACH TOWN COUNCIL
NEBBI,PUVUNGU CENTRAL,PAKWACH TOWN COUNCIL
NEBBI,PUVUNGU EAST,PAKWACH TOWN COUNCIL
NEBBI,PUVUNGU WEST,PAKWACH TOWN COUNCIL
NEBBI,ANDIBO,PANYANGO
NEBBI,LOBODEGI,PANYANGO
NEBBI,PACEGO,PANYANGO
NEBBI,PADOCH,PANYANGO
NEBBI,PAKIA,PANYANGO
NEBBI,PAMITU,PANYANGO
NEBBI,POKWERO,PANYANGO
NEBBI,BORO,PANYIMUR
NEBBI,DEI,PANYIMUR
NEBBI,GANADA,PANYIMUR
NEBBI,KIVUJE,PANYIMUR
NEBBI,NYAKAGEI,PANYIMUR
NEBBI,MUTIR,WADELAI
NEBBI,PAKWINYO,WADELAI
NEBBI,PUMIT,WADELAI
NEBBI,RAGEM LOWER,WADELAI
NEBBI,RAGEM UPPER,WADELAI
NGORA,ABATAI,KAPIR
NGORA,AGIRIGIROI,KAPIR
NGORA,AGULE,KAPIR
NGORA,AJEELO,KAPIR
NGORA,AJESA,KAPIR
NGORA,AJUKET,KAPIR
NGORA,AKARUKEI,KAPIR
NGORA,AKISIM,KAPIR
NGORA,ATAPAR,KAPIR
NGORA,ACIISA,KOBWIN
NGORA,AGULE,KOBWIN
NGORA,AKARUKEI,KOBWIN
NGORA,ATOOT,KOBWIN
NGORA,KADERUN,KOBWIN
NGORA,KADOK,KOBWIN
NGORA,KALENGO,KOBWIN
NGORA,KOBWIN,KOBWIN
NGORA,KOCOCWA,KOBWIN
NGORA,ADUL,MUKURA
NGORA,AGOGOMIT,MUKURA
NGORA,AJELUK,MUKURA
NGORA,AKEIT,MUKURA
NGORA,AKUBUI,MUKURA
NGORA,ARIET,MUKURA
NGORA,KALER,MUKURA
NGORA,KAMODOKIMA,MUKURA
NGORA,KEES,MUKURA
NGORA,AGU,NGORA
NGORA,ANGOD,NGORA
NGORA,APAMA,NGORA
NGORA,KALENGO,NGORA
NGORA,KOPEGE,NGORA
NGORA,NGORA,NGORA
NGORA,NYAMONGO,NGORA
NGORA,ODWARAT,NGORA
NGORA,OMADITOK,NGORA
NGORA,EASTERN,NGORA TOWN COUNCIL
NGORA,NORTHERN,NGORA TOWN COUNCIL
NGORA,SOUTHERN,NGORA TOWN COUNCIL
NGORA,WESTERN,NGORA TOWN COUNCIL
NTOROKO,KANARA,KANARA
NTOROKO,KEKUBO,KANARA
NTOROKO,KIGARAMA,KANARA
NTOROKO,RWENSHAMA,KANARA
NTOROKO,BUDIBA,BUTUNGAMA
NTOROKO,BUTUNGAMA,BUTUNGAMA
NTOROKO,KASUNGU,BUTUNGAMA
NTOROKO,KYABUKUNGURU,BUTUNGAMA
NTOROKO,MASAKA,BUTUNGAMA
NTOROKO,NYAKASENYI,BUTUNGAMA
NTOROKO,BUGANDO,BWERAMULE
NTOROKO,BWERAMULE,BWERAMULE
NTOROKO,HAIBALE,BWERAMULE
NTOROKO,RUKOORA,BWERAMULE
NTOROKO,RWAMABALE,BWERAMULE
NTOROKO,KAJWEKA,KANARA
NTOROKO,KAMUGA,KANARA
NTOROKO,KATANGA,KANARA
NTOROKO,KIMARA,KANARA
NTOROKO,RENYANA,KANARA
NTOROKO,RWANGARA,KANARA
NTOROKO,KANARA,KANARA TOWN COUNCIL
NTOROKO,KANYANSI,KANARA TOWN COUNCIL
NTOROKO,NTOROKO,KANARA TOWN COUNCIL
NTOROKO,TRANSAMI,KANARA TOWN COUNCIL
NTOROKO,BUSAYIRO,KARUGUTU
NTOROKO,ITOJO,KARUGUTU
NTOROKO,NYABIKUNGU,KARUGUTU
NTOROKO,NYAMBIGHA,KARUGUTU
NTOROKO,IBANDA,KARUGUTU TOWN COUNCIL
NTOROKO,KACWAMBA,KARUGUTU TOWN COUNCIL
NTOROKO,KAGHORWE,KARUGUTU TOWN COUNCIL
NTOROKO,KARUGUTU,KARUGUTU TOWN COUNCIL
NTOROKO,NYABUHURU,KARUGUTU TOWN COUNCIL
NTOROKO,KIBUUKU  SOUTH,KIBUUKU TOWN COUNCIL
NTOROKO,KIBUUKU EAST,KIBUUKU TOWN COUNCIL
NTOROKO,KIBUUKU NORTH,KIBUUKU TOWN COUNCIL
NTOROKO,KIBUUKU WEST,KIBUUKU TOWN COUNCIL
NTOROKO,KYABANDARA,NOMBE
NTOROKO,MUSANDAMA,NOMBE
NTOROKO,NOMBE,NOMBE
NTOROKO,NYAKATOKE,NOMBE
NTOROKO,HARUKOBA,RWEBISENGO
NTOROKO,KIRANGA,RWEBISENGO
NTOROKO,MAJUMBA,RWEBISENGO
NTOROKO,MAKONDO,RWEBISENGO
NTOROKO,MUKIMBA,RWEBISENGO
NTUNGAMO,NALUWERERE,EASTERN DIVISION
NTUNGAMO,NKUSI,EASTERN DIVISION
NTUNGAMO,BWOLE,WESTERN DIVISION
NTUNGAMO,NDIFAKULYA,WESTERN DIVISION
NTUNGAMO,KABOWA,CENTRAL DIVISION
NTUNGAMO,KAWOTTO,CENTRAL DIVISION
NTUNGAMO,KIKAWULA,CENTRAL DIVISION
NTUNGAMO,NAKAZADDE,CENTRAL DIVISION
NTUNGAMO,NAMENGO,CENTRAL DIVISION
NTUNGAMO,CENTRAL,EASTERN DIVISION
NTUNGAMO,NORTH C,EASTERN DIVISION
NTUNGAMO,NORTH EAST A,EASTERN DIVISION
NTUNGAMO,NORTH EAST B,EASTERN DIVISION
NTUNGAMO,SOUTH EAST,EASTERN DIVISION
NTUNGAMO,NORTH A,WESTERN DIVISION
NTUNGAMO,NORTH B,WESTERN DIVISION
NTUNGAMO,SOUTH WEST,WESTERN DIVISION
NTUNGAMO,BULIGO,CENTRAL DIVISION
NTUNGAMO,KASOKOSO,CENTRAL DIVISION
NTUNGAMO,NABIDONGHA,CENTRAL DIVISION
NTUNGAMO,NABIDONGHA PRISON,CENTRAL DIVISION
NTUNGAMO,NAKAVULE,CENTRAL DIVISION
NTUNGAMO,WALUGOGO,CENTRAL DIVISION
NTUNGAMO,CENTRAL EAST,CENTRAL DIVISION
NTUNGAMO,CENTRAL WEST,CENTRAL DIVISION
NTUNGAMO,MAGWA,CENTRAL DIVISION
NTUNGAMO,OLD BOMA,CENTRAL DIVISION
NTUNGAMO,BUTOBERE,CENTRAL DIVISION
NTUNGAMO,CENTRAL,CENTRAL DIVISION
NTUNGAMO,NYABIKONI,CENTRAL DIVISION
NTUNGAMO,NYAKAHITA,CENTRAL DIVISION
NTUNGAMO,BUKWALI,EASTERN DIVISION
NTUNGAMO,KITUMBA,EASTERN DIVISION
NTUNGAMO,NJARA,EASTERN DIVISION
NTUNGAMO,NYAKAGONGO,EASTERN DIVISION
NTUNGAMO,KAGOTE,WESTERN DIVISION
NTUNGAMO,KIBIMBA,WESTERN DIVISION
NTUNGAMO,NYABUKARA,WESTERN DIVISION
NTUNGAMO,RWENGOMA,WESTERN DIVISION
NTUNGAMO,BUKESA,CENTRAL DIVISION
NTUNGAMO,CIVIC CENTRE,CENTRAL DIVISION
NTUNGAMO,INDUSTRIAL AREA,CENTRAL DIVISION
NTUNGAMO,KAGUGUBE,CENTRAL DIVISION
NTUNGAMO,KAMWOKYA I,CENTRAL DIVISION
NTUNGAMO,KAMWOKYA II,CENTRAL DIVISION
NTUNGAMO,KISENYI I,CENTRAL DIVISION
NTUNGAMO,KISENYI II,CENTRAL DIVISION
NTUNGAMO,KISENYI III,CENTRAL DIVISION
NTUNGAMO,BUJENGWE,KAYONZA
NTUNGAMO,KARANGARA,KAYONZA
NTUNGAMO,KYESHERO,KAYONZA
NTUNGAMO,MUKONO,KAYONZA
NTUNGAMO,BARAWA,CENTRAL DIVISION
NTUNGAMO,CHEMONGES,CENTRAL DIVISION
NTUNGAMO,CHEPSIKIROI,CENTRAL DIVISION
NTUNGAMO,KAPSINDA,CENTRAL DIVISION
NTUNGAMO,KAWOWO,CENTRAL DIVISION
NTUNGAMO,KOKWOMURYA,CENTRAL DIVISION
NTUNGAMO,KAPCHESIY,EASTERN DIVISION
NTUNGAMO,KAPCHESOMBE,EASTERN DIVISION
NTUNGAMO,KAPLAK,EASTERN DIVISION
NTUNGAMO,KIRWOKO,EASTERN DIVISION
NTUNGAMO,KWEEN,EASTERN DIVISION
NTUNGAMO,KWOTI,EASTERN DIVISION
NTUNGAMO,SIRON,EASTERN DIVISION
NTUNGAMO,TERYET,EASTERN DIVISION
NTUNGAMO,BASAR,WESTERN DIVISION
NTUNGAMO,KABAT,WESTERN DIVISION
NTUNGAMO,KAPENGURIA,WESTERN DIVISION
NTUNGAMO,KAPKWINGI,WESTERN DIVISION
NTUNGAMO,KAPLELKO,WESTERN DIVISION
NTUNGAMO,KAPNYIKEW,WESTERN DIVISION
NTUNGAMO,KAPTERET,WESTERN DIVISION
NTUNGAMO,KAPTUL,WESTERN DIVISION
NTUNGAMO,KULULU,WESTERN DIVISION
NTUNGAMO,BASE CAMP,CENTRAL DIVISION
NTUNGAMO,KAMAIBA,CENTRAL DIVISION
NTUNGAMO,KIREMBE,CENTRAL DIVISION
NTUNGAMO,NYAKABINGO II,CENTRAL DIVISION
NTUNGAMO,RAILWAY,CENTRAL DIVISION
NTUNGAMO,TOWN CENTRE,CENTRAL DIVISION
NTUNGAMO,BALISANGA,KAYONZA
NTUNGAMO,KAFUMBA,KAYONZA
NTUNGAMO,KAMUSABI,KAYONZA
NTUNGAMO,KANYWERO,KAYONZA
NTUNGAMO,KITWE,KAYONZA
NTUNGAMO,NAKYESA,KAYONZA
NTUNGAMO,NAKYESANJA,KAYONZA
NTUNGAMO,NAMALIRI,KAYONZA
NTUNGAMO,NAMIZO,KAYONZA
NTUNGAMO,TOWN,CENTRAL DIVISION
NTUNGAMO,WESTLAND A,CENTRAL DIVISION
NTUNGAMO,WESTLAND B,CENTRAL DIVISION
NTUNGAMO,GODIA,WESTERN DIVISION
NTUNGAMO,KOTIDO CENTRAL,CENTRAL DIVISION
NTUNGAMO,KOTIDO EAST,CENTRAL DIVISION
NTUNGAMO,KOTIDO NORTH,CENTRAL DIVISION
NTUNGAMO,KOTIDO RURAL,CENTRAL DIVISION
NTUNGAMO,KOTIDO WEST,CENTRAL DIVISION
NTUNGAMO,NARIKAPET,CENTRAL DIVISION
NTUNGAMO,BAZAAR,CENTRAL DIVISION
NTUNGAMO,IREDA EAST,CENTRAL DIVISION
NTUNGAMO,IREDA WEST,CENTRAL DIVISION
NTUNGAMO,SENIOR QUARTERS,CENTRAL DIVISION
NTUNGAMO,TE-OBIA,CENTRAL DIVISION
NTUNGAMO,CIVIC,CENTRAL DIVISION
NTUNGAMO,SOUTHERN,CENTRAL DIVISION
NTUNGAMO,WESTERN,CENTRAL DIVISION
NTUNGAMO,CENTRAL,CENTRAL DIVISION
NTUNGAMO,KATAKALA,CENTRAL DIVISION
NTUNGAMO,NAKIBANGA,CENTRAL DIVISION
NTUNGAMO,WEST,CENTRAL DIVISION
NTUNGAMO,KAKINDU,EASTERN DIVISION
NTUNGAMO,KANSEERA,EASTERN DIVISION
NTUNGAMO,KASAANA,EASTERN DIVISION
NTUNGAMO,KAWEERI,EASTERN DIVISION
NTUNGAMO,KAWUMULWA,EASTERN DIVISION
NTUNGAMO,KYATEREKERA,EASTERN DIVISION
NTUNGAMO,BIWANGA,WESTERN DIVISION
NTUNGAMO,KASENYI CALTEX,WESTERN DIVISION
NTUNGAMO,KATOGO,WESTERN DIVISION
NTUNGAMO,KATOMA,WESTERN DIVISION
NTUNGAMO,KAYINJA,WESTERN DIVISION
NTUNGAMO,MIJUNWA,WESTERN DIVISION
NTUNGAMO,NABIKAKALA,WESTERN DIVISION
NTUNGAMO,NAKAYIMA,WESTERN DIVISION
NTUNGAMO,GGULU,CENTRAL DIVISION
NTUNGAMO,NAMUMIRA ANTHONY,CENTRAL DIVISION
NTUNGAMO,NSUUBE KAUGA,CENTRAL DIVISION
NTUNGAMO,NTAAWO,CENTRAL DIVISION
NTUNGAMO,CENTRAL,CENTRAL DIVISION
NTUNGAMO,JUKIA HILL,CENTRAL DIVISION
NTUNGAMO,NAMTHIN,CENTRAL DIVISION
NTUNGAMO,ITERERO,BWONGYERA
NTUNGAMO,KAKIIKA,BWONGYERA
NTUNGAMO,KATOMI,BWONGYERA
NTUNGAMO,KITOJO,BWONGYERA
NTUNGAMO,KYABASHENYI,BWONGYERA
NTUNGAMO,KYARUHUGA,BWONGYERA
NTUNGAMO,NYABUBARE,BWONGYERA
NTUNGAMO,NYAMUNUKA TOWN BOARD,BWONGYERA
NTUNGAMO,RWANDA,BWONGYERA
NTUNGAMO,BUTANDA,IHUNGA
NTUNGAMO,KITONDO,IHUNGA
NTUNGAMO,NYAKIBIGI,IHUNGA
NTUNGAMO,KAGAMBA,KAGARAMA TOWN COUNCIL
NTUNGAMO,RUTUNGURU,KAGARAMA TOWN COUNCIL
NTUNGAMO,IBAARE,KIBATSI
NTUNGAMO,KIBARUKO,KIBATSI
NTUNGAMO,NYAMUGOYE,KIBATSI
NTUNGAMO,RUKARANGO,KIBATSI
NTUNGAMO,RUKONI,KIBATSI
NTUNGAMO,KANYAMPUMO,NYABIHOKO
NTUNGAMO,KINONI,NYABIHOKO
NTUNGAMO,KIYAGA,NYABIHOKO
NTUNGAMO,NKONGOORO,NYABIHOKO
NTUNGAMO,NYABUSHENYI,NYABIHOKO
NTUNGAMO,RUKANGA,NYABIHOKO
NTUNGAMO,CENTRAL,RWASHAMAIRE TOWN COUNCIL
NTUNGAMO,KAKIIKA,RWASHAMAIRE TOWN COUNCIL
NTUNGAMO,KIMWANI,RWASHAMAIRE TOWN COUNCIL
NTUNGAMO,WESTERN,RWASHAMAIRE TOWN COUNCIL
NTUNGAMO,CENTRAL,CENTRAL DIVISION
NTUNGAMO,KIKONI,CENTRAL DIVISION
NTUNGAMO,KYAMATE,EASTERN DIVISION
NTUNGAMO,PARK,EASTERN DIVISION
NTUNGAMO,KAHUNGA,WESTERN DIVISION
NTUNGAMO,MUKO,WESTERN DIVISION
NTUNGAMO,BUHANAMA,ITOJO
NTUNGAMO,ITOJO,ITOJO
NTUNGAMO,NYONGOZI,ITOJO
NTUNGAMO,RUHANGA,ITOJO
NTUNGAMO,BAKIHAREIRE,KITWE TOWN COUNCIL
NTUNGAMO,CENTRAL,KITWE TOWN COUNCIL
NTUNGAMO,KABIMBIRI,KITWE TOWN COUNCIL
NTUNGAMO,KABOBO,KITWE TOWN COUNCIL
NTUNGAMO,NSHENYI,KITWE TOWN COUNCIL
NTUNGAMO,OMUKIBAARE,KITWE TOWN COUNCIL
NTUNGAMO,BUTARE,NTUNGAMO
NTUNGAMO,KAHUNGA,NTUNGAMO
NTUNGAMO,KIKONI,NTUNGAMO
NTUNGAMO,KIZAARA,NTUNGAMO
NTUNGAMO,NYABURIZA,NTUNGAMO
NTUNGAMO,NYARUBAARE,NTUNGAMO
NTUNGAMO,RUHOKO,NTUNGAMO
NTUNGAMO,KAGORORA,NYAKYERA
NTUNGAMO,KATARAAKA,NYAKYERA
NTUNGAMO,KIBINGO,NYAKYERA
NTUNGAMO,KIYOORA,NYAKYERA
NTUNGAMO,KIZIBA,NYAKYERA
NTUNGAMO,NGOMA,NYAKYERA
NTUNGAMO,NGOMBA,NYAKYERA
NTUNGAMO,KAFUNJO,RUHAAMA
NTUNGAMO,KATOJO,RUHAAMA
NTUNGAMO,KISHAMI,RUHAAMA
NTUNGAMO,KYARWEHUNDE,RUHAAMA
NTUNGAMO,RUHAAMA,RUHAAMA
